voiture_seul.e,jamais_avion,pret,vtms_second_main,vrac,produits_locaux,eteindre,baisse_temperature,vegetalien,linge,voiture_seul.e_qual,jamais_avion_qual,pret_qual,vtms_second_main_qual,vrac_qual,produits_locaux_qual,eteindre_qual,baisse_temperature_qual,vegetalien_qual,linge_qual,voiture_seul.e_texte,jamais_avion_texte,pret_texte,vtms_second_main_texte,vrac_texte,produits_locaux_texte,eteindre_texte,baisse_temperature_texte,vegetalien_texte,linge_texte,age,situation,residence,travail
"Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,2,1,4,0,5,1,2,5,0,Je le fais dès que c'est possible même si c'est contraignant,Si le voyage est pour aller vivre quelque part ou profiter d'un moment important (mariage) auquel je ne peux pas aller autrement qu'en avion,gain économique et plus de réflexion dans les achats neufs qui se font de manière très occasionnels,gain économique et plus de réflexion dans les achats neufs qui se font trèèèès occasionnels,C'est sympa de réduire ses déchets et ça implique de consommer plus local pour les produits frais donc double bénéfices,"je le fais pour certains aliments, ne consomme que de saison mais trop difficile de se passer de chocolat, de poivre, d'épices, ...",Je pourrais le faire je n'y pense pas et vis dans une grande famille donc pas toujours facile à organiser,Le chauffage coute cher donc c'est doublement intéressant d 'autant plus que ce n'est pas très contraignant de mettre une couche de plus,Je ne mange pas de viande mais essaie de diminuer ma consommation de produits laitiers mais pour l'instant c'est très difficile d'arrêter totalement,"J'ai pas de seche linge, la question ne se pose pas",20,4,Principalement rural,Etudiant avec CDI
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",5,3,2,4,1,2,1,1,3,1,Je n’utilise que rarement ma voiture,trop de CO2 emis pour le benefice.,réutilisation de matériel existant permet de ne pas gâcher les matières premières,je m’achète plutôt des vêtements neufs durables,réduction des déchets plastiques vs prévision du conteneur approprié,"réduction des émissions dues aux transport, apprentissage de nouvelles saveurs",clic sur prise contre consommation,baisse de la consommation,émissions de GES de serre et disparition de forêts pour nourrir le bétail. ,pas de sèche linge,41,4,Principalement rural,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",4,0,0,2,2,1,0,1,3,0,"Horaires de travail, distance entre ma maison et le travail","N'ayant pas le pass sanitaire, je ne souhaite plus aller à l'étranger","Certains matériels que j'utilise quelquefois, donc pas utile d'acheter pour ne pas s'en servir par la suite","Pour l'instant je n'ai jamais acheté de vêtements d'occasion, par la suite je le ferai certainement ",J'achète mes produits alimentaires en magasin ou ils vendent en vrac. Par contre certains aliments ne devraient pas avoir autant d'emballage. Il faut que les entreprises se mettent aussi en actions à ce sujet.,Il m'arrive souvent d'acheter en local ou du territoire. Habitant à la campagne nous avons des commerçants qui vendent des produits locaux.,"Je le fais tous les jours : arrêt télévision, lampes ...","Je le fais facilement. par contre ayant des enfants en bas âges il faut une certaine limite de température. Nous habitons à la mi montagne, donc il faut du chauffage. Nous utilisons un poêle à bois.",Je ne suis pas végétarien mais fait attention à ce que je mange.,Nous n'avons pas de sèche linge. en été dehors et l'hiver sur un étendoir à coté du poêle à bois.,59,2,Principalement rural,Avec un emploi
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",4,2,0,0,0,1,0,0,3,0,"Trajets effectués pour visites et assistance à personne âgée, non programmables ",famille proche résidant à l'étranger,solution économique bien sûr,"Moins on fabrique de vêtements neufs, notamment les jeans, moins on gaspille d'eau",Moins de gaspillage en emballages et plastiques inutiles,"Diminution de transports polluants, et bien assez de choix de produits locaux et de saison pour s'alimenter",aucune contrainte à faire cette démarche qui prend quelques secondes,"très bonne habitude d'économie d'énergie, et vie plus saine dans lieux non surchauffés","je préfère un régime flexitarien, raisonné","je l'ai toujours fait, sans que cela me pose le moindre problème",57,3,Principalement citadin,Avec un emploi
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",1,4,3,2,1,3,0,1,2,2,Coût,L’avion est nécessaire pour certaine destination ,Économie et gain de temps,État des vêtements de seconde main,"Pratique, économique ",Certains aliments sont difficiles à éliminer de notre quotidien tel que le café ,"Habitude facile à prendre, plus économique et apporte également davantage de sécurité ",Facile et peu contraignant ,,"Habitude facile à prendre, respecte davantage les Tissus ",21,3,Principalement citadin,Etudiant
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",2,2,3,3,5,4,2,1,5,4,liberté de partir quand je veux,"benefice sur l'empreinte carbone et sur le portefeuille. De toute façon, il est difficile (trop cher) de prendre l'avion à 5",disponibilité du matériel,"pas l'habitude, impact moyen, je consomme assez peu de vetements","pas toujours disponible, penser à prendre les contenants",certains produits sont importants pour moi,multiplier les prises commandées et convaincre dans la famille,"économies
","le complètement végétarien est trop contraignant, mais je préfère baisser la consommation de viance","capable de le faire mais devant l'aspect pratique du seche linge, je capitule",42,4,Principalement rural,Avec un emploi
"Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",5,0,1,5,2,2,1,5,3,0,"Certains de mes trajets ne peuvent, pour moi, être faits qu'avec ma propre voiture. Malgré tout, j'ai beaucoup restreint mes déplacements en voiture pour faire beaucoup de trajets à pied","Je ne suis pas fan des voyages à l'étranger, surtout depuis la pandémie du Covid 19","Je limite les achats non essentiels, en premier lieu, pour l'économie réalisée","Je ne me sentirai pas à l'aise dans des vêtements de seconde main. De toute façon, je ne suis pas une fashion victime.",J'ai commencé à emporter mes contenants pour certains achats mais il me reste des efforts à faire. Certaines grandes surfaces ne jouent pas le jeu non plus (exemple : gâteaux emballés individuellement au lieu d'opter pour un gâteau à partager),J'ai un faible pour certains fruits tels les oranges ou les kiwis qui m'apportent de la vitamine C.,Cette habitude devrait être assez facile à prendre,"Actuellement, mon logement n'est pas très bien isolé et la température n'est déjà pas toujours très élevée. Je n'imagine pas baisser encore.... Il me reste à faire des travaux d'isolation",J'apprécie de manger de temps à autre de la volaille ou du poisson pour les bienfaits que l'on peut en tirer. Mais je peux m'en passer pendant qques jours,Je n'ai pas de séche-linge,65,3,Principalement citadin,Retraité
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",4,5,1,2,1,0,1,1,1,0,gain de temps personnel et confort ,pouvoir voyager où je veux,éviter d'entasser du matériel servant peu,j'aime acheter les 2 et j'aime acheter ce qui me plaît aussi,très bonne idée ,faire profiter les commerçants locaux,c'est préférable,peu contraignant ,je peux changer mes habitudes alimentaires,c'est plus économique ,52,5,Principalement citadin,Avec un emploi
"Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire",1,1,2,0,2,2,2,0,5,0,Impossibilité de partir quand on le souhaite ou si il y a une urgence devoir s'organiser,"Je ne voyage que très peu, et j'utilise encore moins l'avion. Cela me serait contraignant si c'est un long voyage à faire sans avion.","Je n'y pense pas forcément. Mon reflexe est d'aller dans les centres commerciaux, et non en friperies ou autres","Je n'y pense pas forcément. Mon reflexe est d'aller dans les centres commerciaux, et non en friperies ou autres",Je ne penserai pas à prendre mes contenants,"Je fais mes courses au moins chers possible, ce qui implique de parfois prendre des produits importés.",Je penserai à le faire au début puis le ferai de moins en moins,Ca permet de ne pas avoir trop chaud et de pouvoir retirer une couche si besoin,Je ne peux me passer de viande,Plus long mais me linge sèche mieux et est moins abîmé,20,1,Principalement citadin,Etudiant
"Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire","Non, je ne suis pas capable de le faire","Oui, je suis capable de le faire","Oui, je suis capable de le faire",2,5,4,3,2,1,0,4,1,2,"permet de rendre service , de diminuer la pollution, c’est convivial 
En revanche ça fait perdre du temps, et ça nécessite de s’adapter au horaire des autres. ",Je suis d’accord que l’avion pollue énormément mais ça signifierait qu’on ne peut plus voyager et découvrir le monde. ,"Je ne savais pas que ça existait mais je ne pense pas que je le ferait car c’est une perte de temps malgré tout. 
Ceci dit si je dois utiliser un appareil que j’utilise seulement 1 fois par an, oui je le loue. ","Je mixe les deux. 
Parfois je ne me retrouve pas toujours dans les friperies et je ne trouve pas tout ce que je souhaite. ",J’aimerai beaucoup le faire mais je ne sait pas où le prendre ,"Je fait actuellement ça mais parfois certains produit ne sont pas toujours accessible en local, comme les grandes marques Wahou",je le fait essentiellement quand je pars en vacances. ,"je n'ai pas le courage de le faire, j'ai besoin d'avoir chaud chez moi",c'est contraignant car cela nécessite de devoir réfléchir aux aliments et aux plats à l'avance. Mais je ne mange plus de viande ni de poisson et ça ne me dérange pas plus que ça,"En été je sèche le linge dehors sans aucun problème. Mais en hiver ou quand je n'ai pas le temps d'attendre le linge sèche , j'utilise le sèche linge. ",18,3,Principalement citadin,Etudiant
